ID_Gasto,Fecha,Monto,Descripcion,Persona,Categoria,Subcategoria,Tipo de Gasto,Notas
DEMO-20250607-0373,2025-06-07,150.64,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20250606-0370,2025-06-06,33.85,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250606-0369,2025-06-06,168.61,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250606-0371,2025-06-06,81.21,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250605-0368,2025-06-05,699.15,Aporte a fondo de inversión / ahorro,Persona A,Ahorro/Inversión,Fondo de Emergencia,Fijo Mensual,Registro demostración - Ahorro/Inversión
DEMO-20250605-0367,2025-06-05,261.25,Cuota amortización de deuda,Persona B,Deuda,Tarjeta de Crédito,Fijo Mensual,Registro demostración - Deuda
DEMO-20250605-0366,2025-06-05,47.22,Suscripción Netflix & Spotify,Persona A,Ocio,Streaming,Fijo Mensual,Registro demostración - Ocio
DEMO-20250605-0365,2025-06-05,16.85,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250605-0364,2025-06-05,40.1,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250605-0363,2025-06-05,260.88,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250605-0362,2025-06-05,115.2,Internet fibra óptica y telefonía,Persona B,Hogar,Internet/Telefonía,Fijo Mensual,Registro demostración - Hogar
DEMO-20250605-0361,2025-06-05,187.4,Recibo de Luz y Agua,Persona A,Hogar,Servicios Básicos,Fijo Mensual,Registro demostración - Hogar
DEMO-20250605-0360,2025-06-05,1400.0,Alquiler de departamento,Persona A,Hogar,Alquiler,Fijo Mensual,Registro demostración - Hogar
DEMO-20250604-0358,2025-06-04,102.99,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250604-0359,2025-06-04,39.23,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250603-0357,2025-06-03,39.96,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250603-0356,2025-06-03,20.83,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250603-0355,2025-06-03,293.56,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250602-0354,2025-06-02,42.64,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250602-0353,2025-06-02,84.85,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250601-0352,2025-06-01,347.19,Curso online de especialización,Persona A,Educación,Cursos y Certificaciones,Ocasional,Registro demostración - Educación
DEMO-20250601-0351,2025-06-01,73.32,Medicamentos y cuidado personal,Persona A,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20250601-0350,2025-06-01,104.19,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250531-0347,2025-05-31,28.47,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250531-0346,2025-05-31,69.35,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250531-0348,2025-05-31,46.16,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250531-0349,2025-05-31,27.03,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250530-0345,2025-05-30,26.49,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250530-0344,2025-05-30,78.15,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250530-0343,2025-05-30,25.18,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250529-0342,2025-05-29,36.37,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250529-0341,2025-05-29,75.36,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250528-0340,2025-05-28,302.46,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250528-0339,2025-05-28,54.91,Artículos de limpieza y ferretería,Persona B,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20250527-0338,2025-05-27,25.23,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250526-0336,2025-05-26,17.03,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250526-0337,2025-05-26,79.07,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250525-0335,2025-05-25,144.94,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250525-0334,2025-05-25,37.73,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250524-0333,2025-05-24,23.31,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250524-0332,2025-05-24,22.68,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250524-0331,2025-05-24,72.06,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250523-0328,2025-05-23,104.11,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250523-0330,2025-05-23,92.0,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20250523-0329,2025-05-23,30.47,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250522-0326,2025-05-22,32.81,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250522-0325,2025-05-22,39.76,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250522-0324,2025-05-22,135.07,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250522-0327,2025-05-22,67.49,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20250521-0323,2025-05-21,44.87,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250521-0322,2025-05-21,57.83,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250521-0321,2025-05-21,33.59,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250521-0320,2025-05-21,135.14,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250519-0319,2025-05-19,30.89,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250519-0318,2025-05-19,306.48,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250518-0317,2025-05-18,111.6,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250517-0316,2025-05-17,342.14,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250516-0314,2025-05-16,29.38,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250516-0315,2025-05-16,39.9,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250515-0313,2025-05-15,31.13,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250515-0312,2025-05-15,15.62,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250514-0311,2025-05-14,50.92,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20250514-0310,2025-05-14,28.53,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250514-0309,2025-05-14,136.26,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250512-0308,2025-05-12,24.78,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250512-0307,2025-05-12,40.09,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250512-0306,2025-05-12,222.96,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250511-0304,2025-05-11,43.72,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250511-0303,2025-05-11,34.68,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250511-0302,2025-05-11,248.62,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250511-0305,2025-05-11,231.24,Prendas de vestir / Calzado,Persona A,Ropa y Calzado,Vestimenta,Ocasional,Registro demostración - Ropa y Calzado
DEMO-20250510-0301,2025-05-10,25.29,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250510-0300,2025-05-10,76.57,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250510-0299,2025-05-10,72.55,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250509-0298,2025-05-09,22.76,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250508-0297,2025-05-08,41.87,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250507-0296,2025-05-07,29.98,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250507-0295,2025-05-07,28.86,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250507-0294,2025-05-07,325.44,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250506-0293,2025-05-06,29.7,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250505-0288,2025-05-05,19.06,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250505-0284,2025-05-05,1400.0,Alquiler de departamento,Persona A,Hogar,Alquiler,Fijo Mensual,Registro demostración - Hogar
DEMO-20250505-0285,2025-05-05,144.43,Recibo de Luz y Agua,Persona A,Hogar,Servicios Básicos,Fijo Mensual,Registro demostración - Hogar
DEMO-20250505-0286,2025-05-05,118.69,Internet fibra óptica y telefonía,Persona B,Hogar,Internet/Telefonía,Fijo Mensual,Registro demostración - Hogar
DEMO-20250505-0287,2025-05-05,90.2,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250505-0291,2025-05-05,295.07,Cuota amortización de deuda,Persona B,Deuda,Tarjeta de Crédito,Fijo Mensual,Registro demostración - Deuda
DEMO-20250505-0289,2025-05-05,167.05,Lavado y afinamiento,Persona A,Transporte,Mantenimiento Vehicular,Ocasional,Registro demostración - Transporte
DEMO-20250505-0290,2025-05-05,53.42,Suscripción Netflix & Spotify,Persona A,Ocio,Streaming,Fijo Mensual,Registro demostración - Ocio
DEMO-20250505-0292,2025-05-05,580.96,Aporte a fondo de inversión / ahorro,Persona A,Ahorro/Inversión,Fondo de Emergencia,Fijo Mensual,Registro demostración - Ahorro/Inversión
DEMO-20250504-0283,2025-05-04,153.1,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20250504-0282,2025-05-04,197.92,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250503-0281,2025-05-03,70.78,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250503-0280,2025-05-03,18.08,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250503-0279,2025-05-03,303.72,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250502-0278,2025-05-02,38.21,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250502-0277,2025-05-02,87.86,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250430-0276,2025-04-30,97.65,Periféricos y gadgets,Persona A,Tecnología,Accesorios,Ocasional,Registro demostración - Tecnología
DEMO-20250430-0275,2025-04-30,303.62,Prendas de vestir / Calzado,Persona B,Ropa y Calzado,Vestimenta,Ocasional,Registro demostración - Ropa y Calzado
DEMO-20250430-0274,2025-04-30,35.95,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20250430-0273,2025-04-30,21.34,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250430-0272,2025-04-30,162.25,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20250430-0271,2025-04-30,161.44,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250430-0270,2025-04-30,181.89,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250428-0267,2025-04-28,123.87,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250428-0268,2025-04-28,25.59,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250428-0269,2025-04-28,39.39,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250427-0266,2025-04-27,52.08,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20250427-0265,2025-04-27,90.62,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250427-0264,2025-04-27,39.54,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250426-0263,2025-04-26,37.9,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250426-0262,2025-04-26,19.91,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250426-0261,2025-04-26,99.58,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250425-0259,2025-04-25,198.51,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20250425-0260,2025-04-25,40.19,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250424-0258,2025-04-24,33.74,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250423-0255,2025-04-23,89.14,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250423-0256,2025-04-23,16.58,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250423-0257,2025-04-23,126.58,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250422-0254,2025-04-22,26.29,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250422-0253,2025-04-22,101.33,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250421-0252,2025-04-21,41.29,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250420-0251,2025-04-20,75.12,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20250420-0250,2025-04-20,16.35,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250420-0249,2025-04-20,139.22,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250420-0248,2025-04-20,355.04,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250419-0245,2025-04-19,372.83,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250419-0246,2025-04-19,18.57,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250419-0247,2025-04-19,73.41,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250418-0244,2025-04-18,20.4,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250418-0243,2025-04-18,32.88,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250418-0242,2025-04-18,248.91,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250417-0241,2025-04-17,66.99,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20250417-0240,2025-04-17,89.79,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250415-0239,2025-04-15,21.63,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250415-0238,2025-04-15,142.33,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250415-0237,2025-04-15,203.64,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250414-0236,2025-04-14,200.35,Periféricos y gadgets,Persona A,Tecnología,Accesorios,Ocasional,Registro demostración - Tecnología
DEMO-20250414-0234,2025-04-14,68.46,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250414-0235,2025-04-14,24.71,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250413-0231,2025-04-13,114.52,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250413-0230,2025-04-13,79.32,Artículos de limpieza y ferretería,Persona A,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20250413-0232,2025-04-13,60.21,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250413-0233,2025-04-13,163.82,Consulta odontológica / médica,Persona B,Salud,Consultas Médicas,Ocasional,Registro demostración - Salud
DEMO-20250412-0229,2025-04-12,96.9,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20250412-0228,2025-04-12,42.64,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250412-0227,2025-04-12,71.93,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250412-0226,2025-04-12,137.51,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250411-0222,2025-04-11,133.88,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250411-0225,2025-04-11,74.03,Medicamentos y cuidado personal,Persona A,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20250411-0224,2025-04-11,27.4,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250411-0223,2025-04-11,28.4,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250410-0221,2025-04-10,213.3,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250410-0220,2025-04-10,38.19,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250409-0219,2025-04-09,43.24,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250407-0218,2025-04-07,55.1,Medicamentos y cuidado personal,Persona A,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20250406-0216,2025-04-06,28.48,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250406-0217,2025-04-06,77.97,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20250405-0209,2025-04-05,1400.0,Alquiler de departamento,Persona B,Hogar,Alquiler,Fijo Mensual,Registro demostración - Hogar
DEMO-20250405-0212,2025-04-05,15.78,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250405-0211,2025-04-05,117.31,Internet fibra óptica y telefonía,Persona B,Hogar,Internet/Telefonía,Fijo Mensual,Registro demostración - Hogar
DEMO-20250405-0210,2025-04-05,179.05,Recibo de Luz y Agua,Persona A,Hogar,Servicios Básicos,Fijo Mensual,Registro demostración - Hogar
DEMO-20250405-0213,2025-04-05,53.93,Suscripción Netflix & Spotify,Persona A,Ocio,Streaming,Fijo Mensual,Registro demostración - Ocio
DEMO-20250405-0214,2025-04-05,326.1,Cuota amortización de deuda,Persona B,Deuda,Tarjeta de Crédito,Fijo Mensual,Registro demostración - Deuda
DEMO-20250405-0215,2025-04-05,552.91,Aporte a fondo de inversión / ahorro,Persona B,Ahorro/Inversión,Fondo de Emergencia,Fijo Mensual,Registro demostración - Ahorro/Inversión
DEMO-20250404-0208,2025-04-04,31.6,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250403-0207,2025-04-03,25.59,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250403-0206,2025-04-03,33.9,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250402-0205,2025-04-02,16.94,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250401-0202,2025-04-01,16.46,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250401-0204,2025-04-01,33.2,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250401-0203,2025-04-01,56.98,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250331-0201,2025-03-31,37.27,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20250330-0200,2025-03-30,115.42,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250330-0199,2025-03-30,34.05,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250330-0198,2025-03-30,33.82,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250330-0197,2025-03-30,79.44,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250329-0196,2025-03-29,157.27,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20250329-0195,2025-03-29,17.51,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250328-0194,2025-03-28,25.83,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250328-0193,2025-03-28,34.7,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250327-0192,2025-03-27,29.27,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20250327-0191,2025-03-27,162.34,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250326-0190,2025-03-26,207.54,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20250325-0189,2025-03-25,80.09,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20250325-0188,2025-03-25,122.19,Artículos de limpieza y ferretería,Persona B,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20250324-0184,2025-03-24,132.29,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20250324-0185,2025-03-24,172.87,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20250324-0186,2025-03-24,33.08,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250324-0187,2025-03-24,99.6,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20250323-0183,2025-03-23,41.68,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20250323-0182,2025-03-23,119.39,Artículos de limpieza y ferretería,Persona B,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20250322-0181,2025-03-22,100.24,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
